QUESTION,BT LEVEL
Describe the purposes of utilizing Building Information Modelling in the construction industry. ,Understanding
Analyze SIX (6) types of modern construction problems as to how they negatively impact the various building functions. ,Analyzing
Discuss FIVE (5) types of “Non Destructive Test equipment and how they can be used to aid the sensory indicators of building defects.,Understanding
Discuss the types of building defects commonly found on reinforced concrete flat roof which lead to water leaking and concrete cancer and how their cause of defects are defined under ISO 6241. ,Understanding
"In maintaining concrete quality, identify SEVEN (7) good practices on site. ",Remembering
Describe the THREE (3) causes of concrete blister. ,Understanding
Explain the conditions where underpinning are usually considered for an existing building construction works. ,Understanding
Identify what types of brickwork defects that require rejection from the supervisor. ,Remembering
Discuss the best practices to reduce construction demolition and waste for sustainability. ,Understanding
You are a project manager working on a 8 storey building conservation project located in a congested urban area with poor soil bearing capacity and underground public utilities. Propose to the building owner why an internally braced shoring system is preferable to raking shore and weighted vertical dead shores. ,Creating
"Propose with justification, the types of maintenance relevant to a library building. ",Evaluating
Describe the 'Qlassic Assessment' principles on how to perform the Evaluating. ,Understanding
"Draw a body-centered cubic (BCC) unit cell. Calculate the volume density and area density on the (0, 0. 1) plane of a BCC cell if the lattice constant is 2.3 Å. Give a brief explanation of your calculations. ",Applying
"If an electron in a hydrogen atom jumps from the first excited state to ground state, find the wavelength of the photon emitted. ",Understanding
Determine the resistivity of a Si sample if it is doped with 10 phosphorus atoms/cm and H. = 750 cm Vs. Find the Hall coefficient of the sample. ,Applying
Sketch the 1-V curve of a zener diode and explain what a zener breakdown is. ,Applying
Show that the Fermi-Dirac function is a step function at T = 0 K. ,Applying
Draw the face-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made. ,Applying
Find the velocity and wavelength of the electron. ,Understanding
Apply the energy band diagram to explain why an intrinsic semiconductor is conductive and that its conductivity increases with temperature.,Applying
"Draw the energy band diagram of a pn junction. Label the depletion region and the electric field in the depletion region. For an unbiased junction, discuss the movement of majority and minority carriers and the resultant current that may arise at equillibrium. ",Understanding
State the five assumptions of an ideal diode. ,Remembering
Explain why the intrinsic carrier concentration of Ge is higher than Si at T = 300 K. ,Understanding
"Explain how the ionic, metallic, covalent, and mixed states solids are formed. Give an example of each solid and compare the electrical conductivity of the four types of solid. ",Understanding
Draw the body-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made. ,Applying
Explain with an energy band diagram how an electron-hole pair (EHP) is formed in a semiconductor. ,Understanding
Draw the energy band diagram of the doped semiconductor at 300 K. ,Understanding
Calculate the carrier densities of the doped semiconductor at 400 K. ,Applying
Draw the energy band diagram of the pn junction. ,Understanding
Find the reverse bias saturation current. ,Understanding
State the four different bias modes of a BJT and explain how they are obtained. ,Understanding
"Draw the band diagram of a reverse biased pn junction. With reference to the band diagram and charge carriers, explain why there is negligible current flow in the diode. ",Understanding
Draw a faced-centered cubic (FCC) cell. Calculate the packing fraction of the FCC cell. State any assumptions you have made and explain your calculations. ,Applying
